1.597525e+07	-1.515867e+07	-7.732503e+05
1.262036e+07	-1.197331e+07	-6.082076e+05
1.382268e+07	-1.299071e+07	-7.901100e+05
1.197161e+07	-1.136465e+07	-5.665179e+05
8.102732e+06	-7.320459e+06	-7.390108e+05
1.222629e+07	-1.159957e+07	-5.888478e+05
1.174097e+07	-1.096913e+07	-7.329471e+05
1.159363e+07	-1.096679e+07	-5.895870e+05
9.742941e+06	-8.993157e+06	-7.084538e+05
1.163132e+07	-1.099433e+07	-6.003508e+05
8.253000e+06	-7.507620e+06	-7.051118e+05
1.149406e+07	-1.086721e+07	-5.895870e+05
1.209914e+07	-1.136352e+07	-6.924466e+05
1.050750e+07	-9.945773e+06	-5.258168e+05
1.102436e+07	-1.029543e+07	-6.886986e+05
1.041455e+07	-9.843641e+06	-5.391994e+05
1.343141e+07	-1.270116e+07	-6.879918e+05
1.044254e+07	-9.860391e+06	-5.466472e+05
1.088261e+07	-1.015778e+07	-6.848915e+05
9.560162e+06	-9.049473e+06	-4.752281e+05
1.188606e+07	-1.117426e+07	-6.736575e+05
9.713159e+06	-9.191785e+06	-4.883280e+05
8.430006e+06	-7.725088e+06	-6.695965e+05
9.626238e+06	-9.109730e+06	-4.837704e+05
9.228574e+06	-8.523895e+06	-6.682165e+05
9.621093e+06	-9.104861e+06	-4.835118e+05
9.217861e+06	-8.514000e+06	-6.673984e+05
9.538752e+06	-9.024213e+06	-4.864780e+05
1.161587e+07	-1.091692e+07	-6.563254e+05
8.145326e+06	-7.732785e+06	-3.782304e+05
1.121570e+07	-1.051516e+07	-6.561276e+05
8.429322e+06	-7.997446e+06	-4.060389e+05
7.275072e+06	-6.589233e+06	-6.497249e+05
8.937894e+06	-8.448608e+06	-4.572514e+05
7.443883e+06	-6.771458e+06	-6.358586e+05
9.354299e+06	-8.818766e+06	-4.996454e+05
1.026631e+07	-9.595528e+06	-6.350950e+05
7.498668e+06	-7.119002e+06	-3.519760e+05
1.152254e+07	-1.085692e+07	-6.303003e+05
8.115787e+06	-7.682255e+06	-4.036959e+05
8.530496e+06	-7.859848e+06	-6.293177e+05
7.413551e+06	-7.036263e+06	-3.459084e+05
8.530496e+06	-7.859848e+06	-6.293177e+05
8.158595e+06	-7.715458e+06	-4.105621e+05
8.667383e+06	-8.002453e+06	-6.286678e+05
8.070710e+06	-7.629709e+06	-4.086503e+05
1.012965e+07	-9.467797e+06	-6.261659e+05
7.225770e+06	-6.861218e+06	-3.425206e+05
1.142896e+07	-1.075721e+07	-6.261031e+05
7.248952e+06	-6.881990e+06	-3.449305e+05
7.340347e+06	-6.677099e+06	-6.218836e+05
7.148858e+06	-6.781393e+06	-3.388729e+05
9.920410e+06	-9.268250e+06	-6.192959e+05
7.304912e+06	-6.924797e+06	-3.523836e+05
1.017295e+07	-9.519971e+06	-6.171200e+05
7.549413e+06	-7.145822e+06	-3.777904e+05
7.449754e+06	-6.794622e+06	-6.148552e+05
8.088105e+06	-7.637241e+06	-4.282704e+05
1.121366e+07	-1.055457e+07	-6.143083e+05
7.794329e+06	-7.346593e+06	-4.077726e+05
7.851436e+06	-7.205737e+06	-6.075517e+05
8.057768e+06	-7.573065e+06	-4.393504e+05
9.775512e+06	-9.137561e+06	-5.979254e+05
6.590943e+06	-6.236453e+06	-3.195722e+05
1.052723e+07	-9.896593e+06	-5.958903e+05
5.950544e+06	-5.644674e+06	-2.820709e+05
1.023299e+07	-9.604278e+06	-5.885954e+05
7.022325e+06	-6.614712e+06	-3.715290e+05
1.023299e+07	-9.604278e+06	-5.885954e+05
6.882386e+06	-6.482896e+06	-3.634061e+05
1.055101e+07	-9.941550e+06	-5.770903e+05
6.771652e+06	-6.378589e+06	-3.575591e+05
8.845023e+06	-8.232264e+06	-5.757295e+05
6.707024e+06	-6.323047e+06	-3.582479e+05
6.909674e+06	-6.302036e+06	-5.697561e+05
6.601474e+06	-6.208390e+06	-3.638366e+05
7.857293e+06	-7.248642e+06	-5.680990e+05
5.288420e+06	-4.999852e+06	-2.603338e+05
1.018844e+07	-9.582550e+06	-5.662268e+05
4.884056e+06	-4.636771e+06	-2.292501e+05
9.846867e+06	-9.254405e+06	-5.627736e+05
6.086748e+06	-5.720609e+06	-3.318804e+05
6.778538e+06	-6.182432e+06	-5.608700e+05
5.874704e+06	-5.503318e+06	-3.375444e+05
7.075615e+06	-6.485743e+06	-5.601160e+05
5.757472e+06	-5.389155e+06	-3.347547e+05
6.101549e+06	-5.513495e+06	-5.558933e+05
5.595892e+06	-5.242132e+06	-3.215246e+05
6.225491e+06	-5.643599e+06	-5.522621e+05
3.540146e+06	-3.362646e+06	-1.602722e+05
9.922911e+06	-9.332816e+06	-5.512251e+05
5.436198e+06	-5.082869e+06	-3.207784e+05
